id,title,job_role,sector,qualification,skills,interests,work_mode,expected_salary,city,state,lat,lon,duration_months,additional_support,created_at,updated_at
int_chennai_01528,Data Analyst Intern - E-Commerce,data analyst intern,e-commerce,M.Sc,"python, pandas, sql, excel, power bi","hospitality, social, banking",onsite,19594,Chennai,,13.0827,80.2707,4,"mentor, stipend, certificate",2025-07-25T04:09:37.723035+00:00,2025-08-09T04:09:37.723035+00:00
int_gurugram_01529,Operations Intern at Govtech Company,operations intern,govtech,MBA,"excel, reporting, coordination, process improvement, communication","automotive, education, strategy",onsite,32048,Gurugram,,28.4595,77.0266,3,"mentor, stipend, certificate",2025-05-08T01:39:01.723035+00:00,2025-05-20T01:39:01.723035+00:00
int_hyderabad_01530,Content Intern at Media Company,content intern,media,M.Tech,"content writing, seo, editing, research, grammar","ai, data, content",remote,26231,Hyderabad,,17.385,78.4867,2,"mentor, stipend, certificate",2025-04-17T19:31:26.723035+00:00,2025-04-28T19:31:26.723035+00:00
int_indore_01531,Healthcare Data Intern Opportunity in Healthtech,healthcare data intern,healthtech,B.Sc,"python, sql, biostatistics, healthcare analytics, data privacy","analytics, data, consulting, finance",onsite,19249,Indore,,22.7196,75.8577,3,stipend,2025-04-17T01:43:08.723035+00:00,2025-04-17T01:43:08.723035+00:00
int_chandigarh_01532,Internship - Operations Intern (E-Commerce),operations intern,e-commerce,B.Com,"excel, reporting, coordination, process improvement, communication","banking, content",onsite,13239,Chandigarh,,30.7333,76.7794,2,"mentor, stipend, certificate",2025-07-31T14:47:51.723035+00:00,2025-08-07T14:47:51.723035+00:00
int_chennai_01533,Operations Intern Opportunity in E-Commerce,operations intern,e-commerce,B.Sc,"excel, reporting, coordination, process improvement, communication","data, consulting, banking",remote,24004,Chennai,,13.0827,80.2707,5,stipend,2025-07-19T23:36:53.723035+00:00,2025-07-28T23:36:53.723035+00:00
int_hyderabad_01534,Customer Service Intern Opportunity in Hospitality,customer service intern,hospitality,B.Tech,"customer service, communication, problem solving, crm, patience","fmcg, analytics, banking, content",onsite,17082,Hyderabad,,17.385,78.4867,4,"mentor, certificate",2025-06-17T06:01:26.723035+00:00,2025-06-22T06:01:26.723035+00:00
int_bangalore_01535,Edtech Curriculum Intern,curriculum intern,edtech,MCA,"content development, pedagogy, assessment, education technology, problem solving","automotive, tech",remote,35714,Bangalore,,12.9716,77.5946,5,"mentor, stipend, certificate",2025-05-09T15:07:39.723035+00:00,2025-05-10T15:07:39.723035+00:00
int_ahmedabad_01536,Process Intern - Manufacturing,process intern,manufacturing,B.Com,"process improvement, lean, data analysis, documentation, optimization","fmcg, consulting",onsite,26348,Ahmedabad,,23.0225,72.5714,3,"mentor, stipend, certificate",2025-08-07T16:50:47.723035+00:00,2025-08-21T16:50:47.723035+00:00
int_bangalore_01537,Community Intern - Ngo,community intern,NGO,M.Tech,"community engagement, outreach, communication, program management, coordination","healthcare, fmcg, banking, data",hybrid,38239,Bangalore,,12.9716,77.5946,2,"mentor, certificate",2025-08-10T20:38:22.723035+00:00,2025-08-25T20:38:22.723035+00:00
int_kolkata_01538,ML Intern at Healthtech Company,ml intern,healthtech,BA,"python, scikit-learn, pandas, numpy, tensorflow","finance, data, automotive",onsite,27718,Kolkata,,22.5726,88.3639,4,"mentor, certificate",2025-08-28T09:39:06.723035+00:00,2025-09-09T09:39:06.723035+00:00
int_indore_01539,Research Intern - Ngo,research intern,NGO,M.Sc,"python, literature review, statistics, data collection, analysis","marketing, tech, content, research",hybrid,10423,Indore,,22.7196,75.8577,4,mentor,2025-05-16T18:48:15.723035+00:00,2025-05-19T18:48:15.723035+00:00
int_kochi_01540,Internship - Data Analyst Intern (Hospitality),data analyst intern,hospitality,B.Tech,"python, pandas, sql, excel, power bi","finance, research, hospitality, operations",remote,13564,Kochi,,9.9312,76.2673,5,"mentor, stipend, certificate",2025-03-31T06:19:42.723035+00:00,2025-04-01T06:19:42.723035+00:00
int_pune_01541,Operations Intern - Govtech,operations intern,govtech,B.Tech,"excel, reporting, coordination, process improvement, communication","automotive, analytics, healthcare",onsite,24913,Pune,,18.5204,73.8567,6,mentor,2025-06-25T11:34:30.723035+00:00,2025-06-29T11:34:30.723035+00:00
int_delhi_01542,ML Intern - Healthtech,ml intern,healthtech,BBA,"python, scikit-learn, pandas, numpy, tensorflow","media, automotive, marketing, fmcg",hybrid,20966,Delhi,,28.7041,77.1025,2,"mentor, stipend, certificate",2025-07-06T12:55:18.723035+00:00,2025-07-16T12:55:18.723035+00:00
int_gurugram_01543,Data Analyst Intern - Govtech,data analyst intern,govtech,B.E.,"python, pandas, sql, excel, power bi","social, marketing, banking",hybrid,38833,Gurugram,,28.4595,77.0266,6,"mentor, certificate",2025-07-21T03:48:00.723035+00:00,2025-07-30T03:48:00.723035+00:00
int_delhi_01544,Ngo Research Intern,research intern,NGO,B.Com,"python, literature review, statistics, data collection, analysis","automotive, content",hybrid,16265,Delhi,,28.7041,77.1025,4,stipend,2025-05-17T16:07:43.723035+00:00,2025-05-17T16:07:43.723035+00:00
int_coimbatore_01545,Edtech Content Intern,content intern,edtech,M.Sc,"content writing, seo, editing, research, grammar","social, analytics",onsite,21866,Coimbatore,,11.0168,76.9558,4,"mentor, certificate",2025-03-26T17:57:47.723035+00:00,2025-03-27T17:57:47.723035+00:00
int_visakhapatnam_01546,Supply Chain Intern Opportunity in Manufacturing,supply chain intern,manufacturing,MBA,"excel, inventory, logistics, procurement, operations","tech, retail, automotive",remote,15233,Visakhapatnam,,17.6868,83.2185,6,stipend,2025-06-21T00:08:00.724182+00:00,2025-06-26T00:08:00.724182+00:00
int_delhi_01547,Public Policy Intern at Govtech Company,public policy intern,govtech,B.Sc,"policy research, data analysis, report writing, government policies, research","marketing, content, consulting",onsite,24053,Delhi,,28.7041,77.1025,2,"mentor, certificate",2025-07-02T13:28:20.724182+00:00,2025-07-17T13:28:20.724182+00:00
int_kochi_01548,Social Work Intern Opportunity in Ngo,social work intern,NGO,B.Com,"community development, counseling, social research, case management, communication","consulting, data",onsite,19985,Kochi,,9.9312,76.2673,2,"mentor, certificate",2025-06-13T08:31:28.724182+00:00,2025-06-23T08:31:28.724182+00:00
int_chennai_01549,ML Intern Opportunity in Healthtech,ml intern,healthtech,B.Tech,"python, scikit-learn, pandas, numpy, tensorflow","marketing, healthcare",remote,27012,Chennai,,13.0827,80.2707,2,stipend,2025-07-19T08:22:56.724182+00:00,2025-07-21T08:22:56.724182+00:00
int_bangalore_01550,NLP Intern at Healthtech Company,nlp intern,healthtech,B.Sc,"python, nlp, transformers, text mining, deep learning","ai, media",onsite,33248,Bangalore,,12.9716,77.5946,4,stipend,2025-05-13T20:45:10.724182+00:00,2025-05-21T20:45:10.724182+00:00
int_bangalore_01551,Internship - Risk Intern (Fintech),risk intern,fintech,MBA,"sql, probability, risk modeling, statistics, excel","education, analytics, content, ai",remote,31961,Bangalore,,12.9716,77.5946,3,"mentor, stipend, certificate",2025-05-18T10:12:43.724182+00:00,2025-05-22T10:12:43.724182+00:00
int_visakhapatnam_01552,Edtech EdTech Product Intern,edtech product intern,edtech,BBA,"jira, research, ux, product management, education","tech, social",onsite,14344,Visakhapatnam,,17.6868,83.2185,4,"mentor, certificate",2025-04-07T17:54:37.724182+00:00,2025-04-22T17:54:37.724182+00:00
int_chennai_01553,Learning Ops Intern at Edtech Company,learning ops intern,edtech,BA,"operations, communication, scheduling, coordination, education","ai, research, automotive",hybrid,24780,Chennai,,13.0827,80.2707,2,"mentor, stipend, certificate",2025-07-27T09:48:09.724182+00:00,2025-08-02T09:48:09.724182+00:00
int_pune_01554,Internship - Merchandising Intern (E-Commerce),merchandising intern,e-commerce,B.E.,"catalog management, excel, negotiation, product management, analytics","research, media, analytics, data",onsite,20168,Pune,,18.5204,73.8567,3,"mentor, stipend, certificate",2025-06-12T03:31:08.724182+00:00,2025-06-15T03:31:08.724182+00:00
int_jaipur_01555,Internship - Social Media Intern (Media),social media intern,media,MCA,"social media marketing, content creation, analytics, community management, sql","social, automotive, banking",remote,15618,Jaipur,,26.9124,75.7873,5,stipend,2025-05-07T05:11:18.724182+00:00,2025-05-19T05:11:18.724182+00:00
int_bangalore_01556,Data Analyst Intern Opportunity in Hospitality,data analyst intern,hospitality,BBA,"python, pandas, sql, excel, power bi","automotive, research, fmcg",hybrid,35083,Bangalore,,12.9716,77.5946,4,stipend,2025-09-13T18:22:20.724182+00:00,2025-09-13T18:22:20.724182+00:00
int_hyderabad_01557,Community Intern at Ngo Company,community intern,NGO,B.E.,"community engagement, outreach, communication, program management, coordination","education, consulting",hybrid,15294,Hyderabad,,17.385,78.4867,3,mentor,2025-06-11T11:49:24.724182+00:00,2025-06-20T11:49:24.724182+00:00
int_delhi_01558,Curriculum Intern Opportunity in Edtech,curriculum intern,edtech,PhD,"content development, pedagogy, assessment, education technology, problem solving","automotive, content, marketing",onsite,19436,Delhi,,28.7041,77.1025,6,"mentor, stipend, certificate",2025-06-07T05:40:25.724182+00:00,2025-06-20T05:40:25.724182+00:00
int_chandigarh_01559,Business Analyst Intern at Fintech Company,business analyst intern,fintech,M.Sc,"sql, stakeholder management, powerbi, requirements gathering, documentation","content, retail, marketing, finance",onsite,18451,Chandigarh,,30.7333,76.7794,4,"mentor, certificate",2025-06-12T12:24:13.724182+00:00,2025-06-26T12:24:13.724182+00:00
int_pune_01560,Research Intern at Ngo Company,research intern,NGO,BBA,"python, literature review, statistics, data collection, analysis","analytics, tech",hybrid,27602,Pune,,18.5204,73.8567,6,"mentor, stipend, certificate",2025-07-31T11:55:56.724182+00:00,2025-08-06T11:55:56.724182+00:00
int_kolkata_01561,Content Writing Intern at Media Company,content writing intern,media,B.Sc,"writing, blogging, seo, research, grammar","fmcg, marketing, research, social",remote,19994,Kolkata,,22.5726,88.3639,4,stipend,2025-06-20T15:44:15.724182+00:00,2025-06-25T15:44:15.724182+00:00
int_ahmedabad_01562,Internship - Content Intern (Media),content intern,media,B.Com,"content writing, seo, editing, research, grammar","media, consulting, retail",onsite,20671,Ahmedabad,,23.0225,72.5714,2,stipend,2025-04-26T01:05:34.724182+00:00,2025-05-02T01:05:34.724182+00:00
int_pune_01563,Internship - Data Analyst Intern (Hospitality),data analyst intern,hospitality,B.E.,"python, pandas, sql, excel, power bi","retail, content",onsite,21657,Pune,,18.5204,73.8567,3,"mentor, certificate",2025-03-27T07:54:54.724182+00:00,2025-03-30T07:54:54.724182+00:00
int_bangalore_01564,Internship - Data Analyst Intern (Agritech),data analyst intern,agritech,B.Tech,"python, pandas, sql, excel, power bi","retail, marketing, operations, banking",onsite,31389,Bangalore,,12.9716,77.5946,3,"mentor, stipend, certificate",2025-07-05T08:23:52.724182+00:00,2025-07-15T08:23:52.724182+00:00
int_visakhapatnam_01565,Process Intern - Manufacturing,process intern,manufacturing,B.E.,"process improvement, lean, data analysis, documentation, optimization","ai, media, analytics",onsite,11446,Visakhapatnam,,17.6868,83.2185,2,"mentor, stipend, certificate",2025-04-01T12:39:16.724182+00:00,2025-04-08T12:39:16.724182+00:00
int_noida_01566,AI Research Intern - Healthtech,ai research intern,healthtech,B.Sc,"python, deep learning, nlp, computer vision, research","tech, banking",remote,38265,Noida,,28.5355,77.391,2,"mentor, certificate",2025-08-27T12:31:51.725195+00:00,2025-09-03T12:31:51.725195+00:00
int_delhi_01567,Research Intern - Ngo,research intern,NGO,M.Sc,"python, literature review, statistics, data collection, analysis","analytics, social, operations",onsite,21082,Delhi,,28.7041,77.1025,2,"mentor, stipend, certificate",2025-09-01T23:09:25.725195+00:00,2025-09-12T23:09:25.725195+00:00
int_thiruvananthapuram_01568,Internship - Supply Chain Intern (Agritech),supply chain intern,agritech,B.Com,"excel, inventory, logistics, procurement, operations","finance, analytics, social, retail",hybrid,15780,Thiruvananthapuram,,8.5241,76.9366,3,"mentor, stipend, certificate",2025-06-09T21:36:25.725195+00:00,2025-06-24T21:36:25.725195+00:00
int_pune_01569,Merchandising Intern - E-Commerce,merchandising intern,e-commerce,M.Tech,"catalog management, excel, negotiation, product management, analytics","social, media, data, automotive",onsite,26947,Pune,,18.5204,73.8567,5,"mentor, certificate",2025-04-27T21:35:12.725195+00:00,2025-04-29T21:35:12.725195+00:00
int_pune_01570,Data Analyst Intern at Govtech Company,data analyst intern,govtech,MBA,"python, pandas, sql, excel, power bi","data, operations",hybrid,25462,Pune,,18.5204,73.8567,2,"mentor, certificate",2025-04-15T21:15:00.725195+00:00,2025-04-24T21:15:00.725195+00:00
int_kolkata_01571,AI Research Intern at Healthtech Company,ai research intern,healthtech,B.E.,"python, deep learning, nlp, computer vision, research","marketing, finance, analytics",onsite,19783,Kolkata,,22.5726,88.3639,4,"mentor, stipend, certificate",2025-04-05T04:04:29.725195+00:00,2025-04-06T04:04:29.725195+00:00
int_mumbai_01572,Operations Intern - Ngo,operations intern,NGO,B.Tech,"excel, reporting, coordination, process improvement, communication","social, healthcare, research, content",onsite,25128,Mumbai,,19.076,72.8777,2,"mentor, certificate",2025-07-21T16:18:58.725195+00:00,2025-08-03T16:18:58.725195+00:00
int_delhi_01573,Marketing Intern at Hospitality Company,marketing intern,hospitality,BBA,"communication, market research, social media marketing, ms excel, writing","retail, automotive, banking",hybrid,31292,Delhi,,28.7041,77.1025,3,"mentor, stipend, certificate",2025-08-21T04:34:48.725195+00:00,2025-08-27T04:34:48.725195+00:00
int_bangalore_01574,Data Analyst Intern Opportunity in Healthtech,data analyst intern,healthtech,B.Sc,"python, pandas, sql, excel, power bi","tech, finance, fmcg, banking",hybrid,42026,Bangalore,,12.9716,77.5946,2,"mentor, certificate",2025-04-08T21:30:26.725195+00:00,2025-04-18T21:30:26.725195+00:00
int_bangalore_01575,Merchandising Intern - E-Commerce,merchandising intern,e-commerce,B.E.,"catalog management, excel, negotiation, product management, analytics","education, analytics, banking",hybrid,31095,Bangalore,,12.9716,77.5946,5,"mentor, certificate",2025-07-09T16:55:32.725195+00:00,2025-07-21T16:55:32.725195+00:00
int_visakhapatnam_01576,Risk Intern at Fintech Company,risk intern,fintech,M.Tech,"sql, probability, risk modeling, statistics, excel","social, education",onsite,15411,Visakhapatnam,,17.6868,83.2185,3,"mentor, stipend, certificate",2025-04-24T02:10:21.725195+00:00,2025-05-05T02:10:21.725195+00:00
int_bangalore_01577,Content Intern at Edtech Company,content intern,edtech,MBA,"content writing, seo, editing, research, grammar","research, education, finance, marketing",onsite,44143,Bangalore,,12.9716,77.5946,3,"mentor, certificate",2025-05-17T18:33:57.725195+00:00,2025-05-29T18:33:57.725195+00:00
int_bangalore_01578,Data Analyst Intern Opportunity in Healthtech,data analyst intern,healthtech,B.Sc,"python, pandas, sql, excel, power bi","media, consulting",hybrid,31736,Bangalore,,12.9716,77.5946,2,stipend,2025-04-18T08:37:33.726200+00:00,2025-04-22T08:37:33.726200+00:00
int_chandigarh_01579,Manufacturing Supply Chain Intern,supply chain intern,manufacturing,B.E.,"excel, inventory, logistics, procurement, operations","social, research, analytics",onsite,20370,Chandigarh,,30.7333,76.7794,3,"mentor, certificate",2025-06-09T13:48:40.726200+00:00,2025-06-18T13:48:40.726200+00:00
int_kochi_01580,Operations Intern - Manufacturing,operations intern,manufacturing,MCA,"excel, reporting, coordination, process improvement, communication","operations, banking",onsite,19073,Kochi,,9.9312,76.2673,4,stipend,2025-05-10T10:01:58.726200+00:00,2025-05-23T10:01:58.726200+00:00
int_pune_01581,Curriculum Intern at Edtech Company,curriculum intern,edtech,M.Tech,"content development, pedagogy, assessment, education technology, python","hospitality, operations",remote,28743,Pune,,18.5204,73.8567,5,"mentor, stipend, certificate",2025-06-17T17:54:54.726200+00:00,2025-06-18T17:54:54.726200+00:00
int_gurugram_01582,Edtech Content Intern,content intern,edtech,B.Tech,"content writing, seo, editing, research, grammar","analytics, content, finance",onsite,24921,Gurugram,,28.4595,77.0266,2,"mentor, stipend, certificate",2025-07-17T18:43:59.726200+00:00,2025-07-22T18:43:59.726200+00:00
int_kolkata_01583,E-Commerce Data Analyst Intern,data analyst intern,e-commerce,B.Sc,"python, pandas, sql, excel, power bi","banking, marketing, automotive, content",onsite,17734,Kolkata,,22.5726,88.3639,4,"mentor, stipend, certificate",2025-04-22T10:53:49.726200+00:00,2025-04-26T10:53:49.726200+00:00
int_chennai_01584,Content Intern at Edtech Company,content intern,edtech,MBA,"content writing, seo, editing, research, grammar","tech, consulting, fmcg",hybrid,24371,Chennai,,13.0827,80.2707,4,"mentor, stipend, certificate",2025-07-30T16:55:49.726200+00:00,2025-08-01T16:55:49.726200+00:00
int_delhi_01585,Internship - Community Intern (Ngo),community intern,NGO,B.Tech,"community engagement, outreach, communication, program management, coordination","ai, retail",onsite,26554,Delhi,,28.7041,77.1025,2,"mentor, certificate",2025-08-27T15:14:00.726200+00:00,2025-08-28T15:14:00.726200+00:00
int_ahmedabad_01586,Finance Analyst Intern - Fintech,finance analyst intern,fintech,M.Tech,"excel, valuation, financial modeling, accounting, data analysis","healthcare, research, marketing",onsite,21759,Ahmedabad,,23.0225,72.5714,2,"mentor, certificate",2025-08-25T10:10:34.726200+00:00,2025-09-02T10:10:34.726200+00:00
int_gurugram_01587,Internship - Product Intern (Edtech),product intern,edtech,MCA,"user research, wireframing, analytics, product strategy, agile","consulting, banking",onsite,36384,Gurugram,,28.4595,77.0266,6,stipend,2025-09-15T17:01:20.727204+00:00,2025-09-26T17:01:20.727204+00:00
int_bangalore_01588,Internship - Operations Intern (Hospitality),operations intern,hospitality,BBA,"excel, reporting, coordination, process improvement, communication","data, finance",onsite,19725,Bangalore,,12.9716,77.5946,4,stipend,2025-05-14T04:03:12.727204+00:00,2025-05-14T04:03:12.727204+00:00
int_bangalore_01589,Agritech Data Analyst Intern,data analyst intern,agritech,B.E.,"python, pandas, sql, excel, power bi","media, social, analytics, finance",onsite,42275,Bangalore,,12.9716,77.5946,4,"mentor, stipend, certificate",2025-05-20T17:10:06.727204+00:00,2025-05-28T17:10:06.727204+00:00
int_delhi_01590,Product Intern Opportunity in Edtech,product intern,edtech,B.Sc,"user research, wireframing, analytics, product strategy, agile","healthcare, strategy, automotive",onsite,32271,Delhi,,28.7041,77.1025,4,"mentor, stipend, certificate",2025-05-29T18:17:00.727204+00:00,2025-06-12T18:17:00.727204+00:00
int_chennai_01591,Agriculture Research Intern at Agritech Company,agriculture research intern,agritech,B.E.,"agriculture practices, data collection, sustainable farming, crop science, research","strategy, finance",onsite,25250,Chennai,,13.0827,80.2707,3,"mentor, stipend, certificate",2025-08-22T01:22:01.727204+00:00,2025-08-29T01:22:01.727204+00:00
int_jaipur_01592,Edtech Product Intern,product intern,edtech,B.Com,"user research, wireframing, analytics, product strategy, agile","finance, healthcare, operations, retail",onsite,12967,Jaipur,,26.9124,75.7873,5,"mentor, stipend, certificate",2025-04-29T23:43:52.727204+00:00,2025-05-10T23:43:52.727204+00:00
int_delhi_01593,Internship - Data Analyst Intern (Hospitality),data analyst intern,hospitality,B.Sc,"python, pandas, sql, excel, power bi","ai, healthcare, operations",remote,17524,Delhi,,28.7041,77.1025,6,"mentor, stipend, certificate",2025-05-26T11:42:10.727204+00:00,2025-05-30T11:42:10.727204+00:00
int_kolkata_01594,Hospitality Operations Intern,operations intern,hospitality,BBA,"excel, reporting, coordination, process improvement, communication","strategy, research, media, tech",remote,22054,Kolkata,,22.5726,88.3639,6,"mentor, certificate",2025-07-12T20:09:11.727204+00:00,2025-07-14T20:09:11.727204+00:00
int_chennai_01595,Data Analyst Intern - Healthtech,data analyst intern,healthtech,BA,"python, pandas, sql, excel, power bi","finance, tech",onsite,37255,Chennai,,13.0827,80.2707,5,"mentor, certificate",2025-09-19T05:07:57.727204+00:00,2025-10-04T05:07:57.727204+00:00
int_pune_01596,Media Social Media Intern,social media intern,media,MBA,"social media marketing, content creation, analytics, community management, sql","operations, research",hybrid,25195,Pune,,18.5204,73.8567,2,"mentor, certificate",2025-08-20T02:33:59.727204+00:00,2025-08-29T02:33:59.727204+00:00
int_mumbai_01597,Govtech Public Policy Intern,public policy intern,govtech,BA,"policy research, data analysis, report writing, government policies, research","media, consulting, ai",onsite,41365,Mumbai,,19.076,72.8777,6,stipend,2025-07-16T12:07:12.727204+00:00,2025-07-25T12:07:12.727204+00:00
int_hyderabad_01598,Risk Intern - Fintech,risk intern,fintech,B.E.,"sql, probability, risk modeling, statistics, excel","media, social, retail, hospitality",hybrid,22379,Hyderabad,,17.385,78.4867,3,"mentor, certificate",2025-09-20T01:52:31.727204+00:00,2025-09-26T01:52:31.727204+00:00
int_bangalore_01599,AI Research Intern Opportunity in Healthtech,ai research intern,healthtech,B.Sc,"python, deep learning, nlp, computer vision, research","banking, content, tech, data",onsite,44142,Bangalore,,12.9716,77.5946,2,"mentor, certificate",2025-07-03T09:50:57.727204+00:00,2025-07-04T09:50:57.727204+00:00
int_hyderabad_01600,EdTech Product Intern Opportunity in Edtech,edtech product intern,edtech,BA,"jira, research, ux, product management, education","ai, retail, tech",onsite,20402,Hyderabad,,17.385,78.4867,3,"mentor, certificate",2025-09-03T22:49:18.727204+00:00,2025-09-18T22:49:18.727204+00:00
int_hyderabad_01601,Research Intern at Ngo Company,research intern,NGO,BBA,"python, literature review, statistics, data collection, analysis","ai, social",onsite,28826,Hyderabad,,17.385,78.4867,4,"mentor, stipend, certificate",2025-09-19T04:35:25.727204+00:00,2025-09-30T04:35:25.727204+00:00
int_noida_01602,Business Analyst Intern Opportunity in Govtech,business analyst intern,govtech,B.E.,"sql, stakeholder management, powerbi, requirements gathering, documentation","media, data, operations",hybrid,21913,Noida,,28.5355,77.391,4,"mentor, stipend, certificate",2025-07-24T01:18:18.727204+00:00,2025-07-29T01:18:18.727204+00:00
int_nagpur_01603,Internship - Risk Intern (Fintech),risk intern,fintech,M.Tech,"sql, probability, risk modeling, statistics, excel","tech, finance, retail",hybrid,9675,Nagpur,,21.1458,79.0882,4,"mentor, certificate",2025-06-26T16:16:24.728197+00:00,2025-07-03T16:16:24.728197+00:00
int_jaipur_01604,Content Intern at Edtech Company,content intern,edtech,B.E.,"content writing, seo, editing, research, grammar","finance, content",remote,16228,Jaipur,,26.9124,75.7873,2,stipend,2025-06-02T12:12:16.728197+00:00,2025-06-17T12:12:16.728197+00:00
int_mumbai_01605,Internship - Operations Intern (E-Commerce),operations intern,e-commerce,B.Tech,"excel, reporting, coordination, process improvement, communication","education, finance, operations, retail",onsite,31751,Mumbai,,19.076,72.8777,6,stipend,2025-05-17T14:32:05.728197+00:00,2025-05-20T14:32:05.728197+00:00
int_indore_01606,Social Media Intern - Media,social media intern,media,MCA,"social media marketing, content creation, analytics, community management, python","retail, media, healthcare",onsite,13383,Indore,,22.7196,75.8577,2,"mentor, stipend, certificate",2025-09-07T21:39:57.728197+00:00,2025-09-15T21:39:57.728197+00:00
int_chennai_01607,Internship - Data Analyst Intern (Govtech),data analyst intern,govtech,BBA,"python, pandas, sql, excel, power bi","social, finance",hybrid,14173,Chennai,,13.0827,80.2707,4,stipend,2025-09-04T18:32:30.728197+00:00,2025-09-11T18:32:30.728197+00:00
int_mumbai_01608,Operations Intern Opportunity in Ngo,operations intern,NGO,B.Tech,"excel, reporting, coordination, process improvement, communication","automotive, marketing",hybrid,28936,Mumbai,,19.076,72.8777,5,"mentor, stipend, certificate",2025-07-16T08:04:03.728197+00:00,2025-07-28T08:04:03.728197+00:00
int_pune_01609,Internship - Content Writing Intern (Media),content writing intern,media,MBA,"writing, blogging, seo, research, grammar","fmcg, content, hospitality",onsite,25535,Pune,,18.5204,73.8567,5,"mentor, certificate",2025-04-12T20:48:38.728197+00:00,2025-04-25T20:48:38.728197+00:00
int_mumbai_01610,Internship - EdTech Product Intern (Edtech),edtech product intern,edtech,M.Tech,"jira, research, ux, product management, education","ai, research, retail, social",onsite,23885,Mumbai,,19.076,72.8777,6,mentor,2025-06-17T15:18:51.728197+00:00,2025-06-25T15:18:51.728197+00:00
int_bangalore_01611,Operations Intern Opportunity in Ngo,operations intern,NGO,B.Com,"excel, reporting, coordination, process improvement, communication","tech, social, strategy",hybrid,32824,Bangalore,,12.9716,77.5946,3,stipend,2025-08-08T03:16:25.728197+00:00,2025-08-15T03:16:25.728197+00:00
int_indore_01612,Operations Intern - Manufacturing,operations intern,manufacturing,B.Sc,"excel, reporting, coordination, process improvement, communication","healthcare, banking, marketing, education",onsite,12275,Indore,,22.7196,75.8577,3,"mentor, certificate",2025-05-09T00:39:27.728197+00:00,2025-05-16T00:39:27.728197+00:00
int_noida_01613,Agritech Supply Chain Intern,supply chain intern,agritech,BA,"excel, inventory, logistics, procurement, operations","automotive, healthcare, ai",hybrid,15536,Noida,,28.5355,77.391,2,"mentor, certificate",2025-07-30T13:18:40.728197+00:00,2025-08-10T13:18:40.728197+00:00
int_ahmedabad_01614,NLP Intern at Healthtech Company,nlp intern,healthtech,B.Sc,"python, nlp, transformers, text mining, deep learning","healthcare, data, operations",onsite,29566,Ahmedabad,,23.0225,72.5714,3,"mentor, certificate",2025-04-17T01:45:39.728197+00:00,2025-04-21T01:45:39.728197+00:00
int_kolkata_01615,Growth Marketing Intern Opportunity in Media,growth marketing intern,media,B.Sc,"analytics, seo, experimentation, digital marketing, growth hacking","banking, automotive, retail",remote,9469,Kolkata,,22.5726,88.3639,4,"mentor, stipend, certificate",2025-04-27T10:55:28.728197+00:00,2025-04-29T10:55:28.728197+00:00
int_kolkata_01616,Operations Intern at Ngo Company,operations intern,NGO,B.Sc,"excel, reporting, coordination, process improvement, communication","social, tech, healthcare, retail",hybrid,13856,Kolkata,,22.5726,88.3639,2,"mentor, stipend, certificate",2025-07-05T12:23:39.728197+00:00,2025-07-16T12:23:39.728197+00:00
int_visakhapatnam_01617,E-Commerce Operations Intern,operations intern,e-commerce,B.Tech,"excel, reporting, coordination, process improvement, communication","ai, finance, content, research",remote,18201,Visakhapatnam,,17.6868,83.2185,5,"mentor, certificate",2025-09-11T08:45:31.728197+00:00,2025-09-16T08:45:31.728197+00:00
int_delhi_01618,Data Analyst Intern Opportunity in E-Commerce,data analyst intern,e-commerce,MBA,"python, pandas, sql, excel, power bi","content, automotive",onsite,19626,Delhi,,28.7041,77.1025,2,"mentor, stipend, certificate",2025-06-12T22:19:26.728197+00:00,2025-06-25T22:19:26.728197+00:00
int_kochi_01619,Process Intern at Manufacturing Company,process intern,manufacturing,B.Sc,"process improvement, lean, data analysis, documentation, optimization","education, hospitality, finance, media",onsite,16607,Kochi,,9.9312,76.2673,4,"mentor, certificate",2025-07-10T08:32:43.728197+00:00,2025-07-14T08:32:43.728197+00:00
int_chennai_01620,Edtech Learning Ops Intern,learning ops intern,edtech,M.Tech,"operations, communication, scheduling, coordination, education","finance, content",remote,25750,Chennai,,13.0827,80.2707,4,"mentor, stipend, certificate",2025-09-07T12:02:54.728197+00:00,2025-09-08T12:02:54.728197+00:00
int_bangalore_01621,Internship - Revenue Management Intern (Hospitality),revenue management intern,hospitality,B.Tech,"excel, pricing, statistics, revenue optimization, data analysis","fmcg, education",onsite,30867,Bangalore,,12.9716,77.5946,5,"mentor, certificate",2025-08-09T20:29:11.728197+00:00,2025-08-10T20:29:11.728197+00:00
int_mumbai_01622,Internship - Content Intern (Edtech),content intern,edtech,B.Sc,"content writing, seo, editing, research, grammar","operations, retail",onsite,30130,Mumbai,,19.076,72.8777,4,stipend,2025-08-21T01:29:07.728197+00:00,2025-08-28T01:29:07.728197+00:00
int_jaipur_01623,Internship - Social Media Intern (Media),social media intern,media,B.Tech,"social media marketing, content creation, analytics, community management, communication","finance, tech, automotive",onsite,15984,Jaipur,,26.9124,75.7873,3,"mentor, certificate",2025-07-16T01:25:55.729196+00:00,2025-07-25T01:25:55.729196+00:00
